ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	genesymbols
GO:0001947	heart looping	12/857	54/6433	0.0485300208281487	0.583196968249745	0.561710764156334	N1.HOG0024760/N1.HOG0023063/N1.HOG0006433/N1.HOG0024869/N1.HOG0023815/N1.HOG0017539/N1.HOG0021438/N1.HOG0001953/N1.HOG0017790/N1.HOG0025597/N1.HOG0016714/N1.HOG0022013	12	chrd/ndr2/tafazzin/smarca4a/cobl/rangrf/cep104/grk5l/ccdc40/chd7/foxh1/bbs4
GO:0000278	mitotic cell cycle	9/857	37/6433	0.0495717423012283	0.583196968249745	0.561710764156334	N1.HOG0022344/N1.HOG0022337/N1.HOG0001077/N1.HOG0023581/N1.HOG0019399/N1.HOG0024815/N1.HOG0006756/N1.HOG0022091/N1.HOG0025178	9	plk1/mcm5/cltca/tubgcp2/chaf1b/tubb6/ncapd2/tubgcp3/usp16
GO:0006260	DNA replication	11/857	49/6433	0.0539010645091619	0.611644782572252	0.589110501109064	N1.HOG0025216/N1.HOG0019056/N1.HOG0022624/N1.HOG0016793/N1.HOG0024815/N1.HOG0022589/N1.HOG0021512/N1.HOG0021523/N1.HOG0021078/N1.HOG0020272/N1.HOG0025861	11	rfc1/polg2/mcm5/mcm4/ssrp1a/poll/ssrp1b/ddx11/gins2/mcm6l/polq/blm
GO:0007018	microtubule-based movement	7/857	27/6433	0.0584814281890863	0.611644782572252	0.589110501109064	N1.HOG0018655/N1.HOG0013023/N1.HOG0019337/N1.HOG0018025/N1.HOG0018185/N1.HOG0013024/N1.HOG0021412	7	kif1aa/kif11/ktn1/kif4/zgc:56231/kif14/kif1ab
GO:0006974	cellular response to DNA damage stimulus	20/857	105/6433	0.0601984704805278	0.611644782572252	0.589110501109064	N1.HOG0025989/N1.HOG0018886/N1.HOG0026030/N1.HOG0009877/N1.HOG0022344/N1.HOG0025522/N1.HOG0019056/N1.HOG0024174/N1.HOG0023012/N1.HOG0020537/N1.HOG0017811/N1.HOG0017271/N1.HOG0021512/N1.HOG0021078/N1.HOG0009189/N1.HOG0021907/N1.HOG0022902/N1.HOG0020970/N1.HOG0022384/N1.HOG0013260	20	ssrp1a/apex2/inip/uvssa/fancg/rnf8/uba1/poll/ssrp1b/ddx11/tonsl/bccip/cul4b/shprh/zgc:152863/trip12/brca2/ino80/mlh3/usp16/tdp1
GO:0060026	convergent extension	6/857	22/6433	0.0624450593957798	0.611644782572252	0.589110501109064	N1.HOG0014206/N1.HOG0018915/N1.HOG0022460/N1.HOG0017408/N1.HOG0009874/N1.HOG0022013	6	bbs10/ephb4a/dvl2/ofd1/usp4/bbs4
GO:0071805	potassium ion transmembrane transport	8/857	33/6433	0.0633710266048697	0.611644782572252	0.589110501109064	N1.HOG0013399/N1.HOG0014500/N1.HOG0024663/N1.HOG0004225/N1.HOG0011334/N1.HOG0002148/N1.HOG0025201/N1.HOG0012500	8	kcnh4a/slc9a8/abcb8/slc9a7/kcnf1a/kcng2/kcnk5a/kcna6a
GO:0000413	protein peptidyl-prolyl isomerization	4/857	12/6433	0.0642227021700865	0.611644782572252	0.589110501109064	N1.HOG0024913/N1.HOG0024713/N1.HOG0025306/N1.HOG0023603	4	ppwd1/nktr/ppil2/ppid
GO:0006334	nucleosome assembly	4/857	12/6433	0.0642227021700865	0.611644782572252	0.589110501109064	N1.HOG0024174/N1.HOG0023581/N1.HOG0022030/N1.HOG0022856	4	kat6a/h1-0/chaf1b/shprh
GO:0060037	pharyngeal system development	4/857	12/6433	0.0642227021700865	0.611644782572252	0.589110501109064	N1.HOG0023751/N1.HOG0013486/N1.HOG0023457/N1.HOG0020025	4	dlx2b/dlx2a/esf1/faf1/wnt9b
GO:0000398	mRNA splicing, via spliceosome	12/857	58/6433	0.0771619997637188	0.70199673688797	0.67613369921315	N1.HOG0024344/N1.HOG0025282/N1.HOG0024759/N1.HOG0021941/N1.HOG0021726/N1.HOG0024765/N1.HOG0014888/N1.HOG0013079/N1.HOG0009802/N1.HOG0024613/N1.HOG0025670/N1.HOG0026032	12	rbm10/ddx46/prpf31/srsf1a/sart1/zgc:103692/snrpa1/bcas2/snrnp25/nova2/rbm4.2/bud13
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	10/857	46/6433	0.0772196410576767	0.70199673688797	0.67613369921315	N1.HOG0012733/N1.HOG0023325/N1.HOG0021799/N1.HOG0017461/N1.HOG0025232/N1.HOG0023592/N1.HOG0026167/N1.HOG0020533/N1.HOG0024548/N1.HOG0021450	10	pgap1/trip11/scfd1/sec23b/bcap31/uso1/trappc4/steep1/lman1/mia3
GO:0034976	response to endoplasmic reticulum stress	4/857	13/6433	0.0833341619546401	0.709226910252257	0.683097497769279	N1.HOG0010656/N1.HOG0020331/N1.HOG0019249/N1.HOG0020570	4	pdia6/cdipt/pdia8/pdia4
GO:0046856	phosphatidylinositol dephosphorylation	4/857	13/6433	0.0833341619546401	0.709226910252257	0.683097497769279	N1.HOG0022043/N1.HOG0021635/N1.HOG0009786/N1.HOG0021336	4	mtmr6/synj1/mtmr7b/pip4p2
GO:0048812	neuron projection morphogenesis	4/857	13/6433	0.0833341619546401	0.709226910252257	0.683097497769279	N1.HOG0010647/N1.HOG0007132/N1.HOG0017790/N1.HOG0002631	4	mink1/fmr1/nckap1/chd7
GO:0000226	microtubule cytoskeleton organization	9/857	41/6433	0.0864901271176648	0.720751059313874	0.694197072918099	N1.HOG0021188/N1.HOG0021997/N1.HOG0009883/N1.HOG0001077/N1.HOG0019399/N1.HOG0026846/N1.HOG0019029/N1.HOG0021905/N1.HOG0025178	9	ttll5/tacc3/tubgcp2/prc1b/tubb6/map1b/tubgcp3/map7a/ttl
GO:0007368	determination of left/right symmetry	11/857	54/6433	0.0963633871810858	0.777989964770179	0.749327176594435	N1.HOG0023063/N1.HOG0019019/N1.HOG0017539/N1.HOG0020736/N1.HOG0021438/N1.HOG0010431/N1.HOG0001953/N1.HOG0017790/N1.HOG0016714/N1.HOG0024163/N1.HOG0022013	11	chrd/ndr2/dnmt1/tsc1a/rfx2/ccdc32/grk5l/ccdc40/chd7/foxh1/bbs4
GO:0001501	skeletal system development	4/857	14/6433	0.104878016410527	0.777989964770179	0.749327176594435	N1.HOG0006980/N1.HOG0001386/N1.HOG0023141/N1.HOG0024572	4	col1a1a/slc35b2/col27a1b/uts2r3
GO:0006812	monoatomic cation transport	4/857	14/6433	0.104878016410527	0.777989964770179	0.749327176594435	N1.HOG0026034/N1.HOG0004225/N1.HOG0025201/N1.HOG0006494	4	trpc4b/slc9a8/slc30a9/slc9a7
GO:0008654	phospholipid biosynthetic process	4/857	14/6433	0.104878016410527	0.777989964770179	0.749327176594435	N1.HOG0010212/N1.HOG0013787/N1.HOG0010220/N1.HOG0019249	4	cds2/cdipt/serinc5/lpcat1
GO:0046854	phosphatidylinositol phosphate biosynthetic process	4/857	14/6433	0.104878016410527	0.777989964770179	0.749327176594435	N1.HOG0022283/N1.HOG0022294/N1.HOG0011444/N1.HOG0023746	4	pik3cb/bpnt1/pi4kaa/si:rp71-17i16.5
GO:0000724	double-strand break repair via homologous recombination	6/857	25/6433	0.105365083496526	0.777989964770179	0.749327176594435	N1.HOG0016645/N1.HOG0020537/N1.HOG0024328/N1.HOG0017842/N1.HOG0009189/N1.HOG0025861	6	zgc:162895/tonsl/rad54b/smc5/brca2/blm
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	5/857	20/6433	0.116940249317499	0.777989964770179	0.749327176594435	N1.HOG0004384/N1.HOG0011485/N1.HOG0025432/N1.HOG0020517/N1.HOG0022826	5	ret/celsr2/esamb/cdh15/pcdh20
